,author,title,resolution_type,resolution_criteria,fine_print,description,publish_time,close_time,resolve_time
,johnnycaffeine,Will Nancy Pelosi's stock portfolio beat the return of Congressman Donald Beyer's portfolio in 2024?,,"This question resolves as **Yes** if after the close of trading on the final trading day of December 2024, the 12-month total return of Nancy Pelosi's portfolio as reported by Quiver Quantitative exceeds the 12-month return of the S&P 500 as reported by Yahoo Finance. To access Nancy Pelosi's return go to Quiver Strategies [here](https://www.quiverquant.com/strategies/). For total return, click 12 Months. The resolution value will be the Total Return displayed for the 12-month period. Donald Beyer's return can be accessed at the same location.","Please note that the Quiver number used for resolution is not the CAGR value, which is the compound annual growth rate since Quiver Quantitative's Backtest Start Date","Benzinga: [Edward Snowden Contrasts Warren Buffett's Investment Skills with Nancy Pelosi, Dan Meuser: 'Fortunate to Be Represented by Extraordinary Talents](https://www.benzinga.com/news/24/03/38016319/edward-snowden-contrasts-warren-buffetts-investment-skills-with-nancy-pelosi-dan-meuser-fortunate-to)",12/2/24,12/3/24,12/31/24
,johnnycaffeine,"Will Ghana declare a winner in its presidential election before December 17, 2024?",,"This question resolves as **Yes** if the [Electoral Commission of Ghana](https://ec.gov.gh/election-results/) declares a winner of the 2024 presidential election of Ghana before January 1, 2025. If this does not occur, this question resolves as **No**. ",,[Ghana’s December 2024 elections put the resilience of the country’s vaunted democracy to the test)(https://afripoli.org/ghanas-december-2024-elections-put-the-resilience-of-the-countrys-vaunted-democracy-to-the-test) | [Ghana 2024 Elections: A Risk Assessment of the Online Information Space](https://www.iri.org/resources/ghana-2024-elections-a-risk-assessment-of-the-online-information-space/),12/2/24,12/3/24,1/1/25
,johnnycaffeine,Will the 2024 return of professional investor Howard Marks beat the return of any of the politicans tracked by Quiver Quantitative?,,"This question resolves as **Yes** if after the close of trading on the final trading day of December 2024, the 12-month total return of Howard Marks' portfolio as reported by Quiver Quantitative exceeds the 12-month return of any of these individuals: Nancy Pelosi, Josh Gottheimer, Donald Beyer, Dan Meuser, Tom Carper, Tina Smith, Shelley Moore Capito, or Sheldon Whitehouse. To access the returns, go to Quiver Strategies [here](https://www.quiverquant.com/strategies/), making sure Strategies Shown is set to ""All Strategies."" For total return, click 12 Months. The resolution value will be the Total Return displayed for the 12-month period. ","Please note that the Quiver number used for resolution is not the CAGR value, which is the compound annual growth rate since Quiver Quantitative's Backtest Start Date",NPR: [Stock traders are trying to beat the market — by copying lawmakers](https://www.npr.org/2024/06/06/nx-s1-4974720/congress-stock-trades-profits),12/2/24,12/3/24,12/31/24
,johnnycaffeine,"Will Bitcoin be worth at least 200,000 Dogecoin on December 30, 2024?",,"This question resolves as **Yes** if, after the close of trading on December 30, 2024, 1 Bitcoin is worth greater than or equal to 200,000 Dogecoin, as reported by Google Finance [here](https://www.google.com/finance/quote/BTC-DOGE?window=1M).",,"At the time of this question, Dogecoin had year-to-date returns of 375.27% and Bitcoin had ytd returns of 129.63%.",12/2/24,12/3/24,12/31/24
,johnnycaffeine,Will the US Federal Reserve's balance sheet have less than $6.8 trillion in assets at the end of December 2024?,,"This question resolves as **Yes** if the fourth weekly balance sheet of the Federal Reserve released for the month of December 2024, found at the Federal Reserve's [H.4.1 page](https://www.federalreserve.gov/releases/h41/), has total assets of under 6,800,000 millions of dollars.","The specific link to the webpage within the resolution source's website is provided for convenience, but if the resolution data is at a different page at the resolution source, then that will be used for resolution.",Reuters: [Fed's Powell says balance sheet drawdown continues amid rate cuts](https://www.reuters.com/markets/us/feds-powell-says-balance-sheet-drawdown-continues-amid-rate-cuts-2024-09-18/),12/2/24,12/3/24,12/28/24
,johnnycaffeine,Will the US Federal Reserve's balance sheet have under $550 billion in reverse repurchase agreements at the end of December 2024?,,"This question resolves as **Yes** if the fourth weekly balance sheet of the Federal Reserve released for the month of December 2024, found at the Federal Reserve's [H.4.1 page](https://www.federalreserve.gov/releases/h41/), has reverse repurchase agreements of under 550,000 million dollars.","The specific link to the webpage within the resolution source's website is provided for convenience, but if the resolution data is at a different page at the resolution source, then that will be used for resolution.",TrendForce: [Fed’s Reverse Repo Shrinks Significantly: Is Market Liquidity at Risk ?](https://www.trendforce.com/news/2024/11/11/news-feds-reverse-repo-shrinks-significantly-is-market-liquidity-at-risk/),12/2/24,12/3/24,12/28/24
,johnnycaffeine,Will the US Federal Reserve's balance sheet have under $4.3 trillion in U.S. treasury securities at the end of December 2024?,,"This question resolves as **Yes** if the fourth weekly balance sheet of the Federal Reserve released for the month of December 2024, found at the Federal Reserve's [H.4.1 page](https://www.federalreserve.gov/releases/h41/), has U.S. treasury securities of under  4,323,134 million dollars.","The specific link to the webpage within the resolution source's website is provided for convenience, but if the resolution data is at a different page at the resolution source, then that will be used for resolution.",Forbes: [The Fed’s SVB Like Woes](https://www.forbes.com/sites/shivaramrajgopal/2024/07/08/the-feds-svb-like-woes/),12/2/24,12/3/24,12/28/24
https://www.metaculus.com/questions/30516/will-any-cabinet-pick-drop-out-before-january-1-2025/,skmmcj,"Will any more of Trump's announced Cabinet picks drop out before January 1, 2025?",,"This question will resolve as **Yes** if after November 27, 2024 and before January 1, 2025, any announced Cabinet member or Cabinet-level official withdraws as a nominee, or Donald Trump or his transition team retracts any nomination.",.p,.p,12/3/24,12/4/24,1/1/25
https://www.metaculus.com/questions/30476/ceasefire-between-israel-lebanonhezbollah-on-jan-1-2025/,skmmcj,"Will a ceasefire between Israel and Lebanon/Hezbollah be active on January 1, 2025?",,"This question will resolve as **Yes** if a ceasefire or similar deal that involves the cessation of all military activity between Israel and Hezbollah is active on January 1, 2025, according to [credible sources](https://www.metaculus.com/faq/#definitions).",.p,.p,12/3/24,12/4/24,1/1/25
https://www.metaculus.com/questions/30475/how-many-pertussis-cases-in-new-zealand-for-weeks-5152/,skmmcj,Will New Zealand report >375 whooping cough cases for weeks 51 and 52?,,"This question will resolve as **Yes** if the total number of cases reported by the Institute of Environmental Science and Research's Pertussis Dashboard for both weeks 51 and 52, when they are posted exceeds 375.",.p,.p,12/3/24,12/4/24,1/1/25
https://www.metaculus.com/questions/30475/how-many-pertussis-cases-in-new-zealand-for-weeks-5152/,skmmcj,Will New Zealand report greater than or equal to 275 and less than or equal to 375 whooping cough cases for weeks 51 and 52?,,"This question will resolve as **Yes** if the total number of cases reported by the Institute of Environmental Science and Research's Pertussis Dashboard for both weeks 51 and 52, when they are posted is greater than or equal to 275 and less than or equal to 375 .",.p,.p,12/3/24,12/4/24,1/1/25
https://www.metaculus.com/questions/30475/how-many-pertussis-cases-in-new-zealand-for-weeks-5152/,skmmcj,Will New Zealand report <275 whooping cough cases for weeks 51 and 52?,,"This question will resolve as **Yes** if the total number of cases reported by the Institute of Environmental Science and Research's Pertussis Dashboard for both weeks 51 and 52, when they are posted is under 275.",.p,.p,12/3/24,12/4/24,1/1/25
https://www.metaculus.com/questions/30434/donald-trumps-favorability-on-27-december-2024/,skmmcj,"Will be Donald Trump's net favorability rating on December 27, 2024 be greater than -4?",,"This question will resolve as **Yes** if the net favorability rating of Donald Trump for December 27, 2024, is greater than -4, as reported by 538 after that date. The resolution will be based on the already-calculated net rating presented on 538. A higher percentage for ""Unfavorable"" will result in a negative resolution. A higher percentage for ""Favorable"" means that this question will resolve as >0.",.p,.p,12/3/24,12/4/24,12/29/24
https://www.metaculus.com/questions/30434/donald-trumps-favorability-on-27-december-2024/,skmmcj,"Will be Donald Trump's net favorability rating on December 27, 2024 be greater than or equal to -6 and less than or equal to -4?",,"This question will resolve as **Yes** if the net favorability rating of Donald Trump for December 27, 2024, is greater than or equal to -6 and less than or equal to -4, as reported by 538 after that date. The resolution will be based on the already-calculated net rating presented on 538. A higher percentage for ""Unfavorable"" will result in a negative resolution. A higher percentage for ""Favorable"" means that this question will resolve as >0.",.p,.p,12/3/24,12/4/24,12/29/24
https://www.metaculus.com/questions/30434/donald-trumps-favorability-on-27-december-2024/,skmmcj,"Will be Donald Trump's net favorability rating on December 27, 2024 be less than -6?",,"This question will resolve as **Yes** if the net favorability rating of Donald Trump for December 27, 2024, is less than -6, as reported by 538 after that date. The resolution will be based on the already-calculated net rating presented on 538. A higher percentage for ""Unfavorable"" will result in a negative resolution. A higher percentage for ""Favorable"" means that this question will resolve as >0.",.p,.p,12/3/24,12/4/24,12/29/24
,johnnycaffeine,Will the average daily temperature for December 2024 recorded by the Barrow/Port Rogers NWS weather station (on the Arctic coast of Alaska) exceed the 1945-2023 average for December?,,"This question resolves as **Yes** if the average daily temperature for December 2024 recorded by the Barrow/Port Rogers National Weather Service weather station in Alaska exceeds the 1945-2023 average for December. Specifically, it will be the figure for December 2024 under ""Average Daily Temperature (high+low)/2 [F]"" listed at [this webpage](https://mesonet.agron.iastate.edu/sites/monthlysum.php?station=PABR&network=AK_ASOS) by Iowa Environmental Mesonet.","Please note that Iowa Environmental Mesonet is the only data provider that will be used for resolution. The specific link to the webpage within the resolution source's website is provided for convenience, but if the resolution data is at a different page at the resolution source, then that page will be used for resolution.","According to the [Arctic Council](https://arctic-council.org/explore/topics/climate/), ""The temperatures in the Arctic continue to rise at three times the global annual average, driving many of the changes underway in the Arctic. Most prominently, snow and ice are melting at an increasing rate. This impacts both local ecosystems and the global climate system. It contributes to rising sea levels, and is likely to provoke extreme temperature events beyond the Arctic. The effects of a shifting Arctic climate are felt across the high latitudes and beyond – with global environmental, economic, and social implications.""

",12/3/24,12/4/24,1/1/25
,johnnycaffeine,Will the average daily temperature for December 2024 recorded by the Barrow/Port Rogers NWS weather station (on the Arctic coast of Alaska) exceed the 1945-2023 average for December by ≥4 degrees F?,,"This question resolves as **Yes** if the average daily temperature for December 2024 recorded by the Barrow/Port Rogers National Weather Service weather station in Alaska exceeds the 1945-2023 average for December by ≥4 degrees Fahrenheit. Specifically, it will be the figure for December 2024 under ""Average Daily Temperature (high+low)/2 [F]"" listed at [this webpage](https://mesonet.agron.iastate.edu/sites/monthlysum.php?station=PABR&network=AK_ASOS) by Iowa Environmental Mesonet.","Please note that Iowa Environmental Mesonet is the only data provider that will be used for resolution. The specific link to the webpage within the resolution source's website is provided for convenience, but if the resolution data is at a different page at the resolution source, then that page will be used for resolution.","According to the [Arctic Council](https://arctic-council.org/explore/topics/climate/), ""The temperatures in the Arctic continue to rise at three times the global annual average, driving many of the changes underway in the Arctic. Most prominently, snow and ice are melting at an increasing rate. This impacts both local ecosystems and the global climate system. It contributes to rising sea levels, and is likely to provoke extreme temperature events beyond the Arctic. The effects of a shifting Arctic climate are felt across the high latitudes and beyond – with global environmental, economic, and social implications.""

",12/3/24,12/4/24,1/1/25
,johnnycaffeine,Will the average daily temperature for December 2024 recorded by the Barrow/Port Rogers NWS weather station (on the Arctic coast of Alaska) exceed the 1945-2023 average for December by ≥6 degrees F?,,"This question resolves as **Yes** if the average daily temperature for December 2024 recorded by the Barrow/Port Rogers National Weather Service weather station in Alaska exceeds the 1945-2023 average for December by ≥6 degrees Fahrenheit. Specifically, it will be the figure for December 2024 under ""Average Daily Temperature (high+low)/2 [F]"" listed at [this webpage](https://mesonet.agron.iastate.edu/sites/monthlysum.php?station=PABR&network=AK_ASOS) by Iowa Environmental Mesonet.","Please note that Iowa Environmental Mesonet is the only data provider that will be used for resolution. The specific link to the webpage within the resolution source's website is provided for convenience, but if the resolution data is at a different page at the resolution source, then that page will be used for resolution.","According to the [Arctic Council](https://arctic-council.org/explore/topics/climate/), ""The temperatures in the Arctic continue to rise at three times the global annual average, driving many of the changes underway in the Arctic. Most prominently, snow and ice are melting at an increasing rate. This impacts both local ecosystems and the global climate system. It contributes to rising sea levels, and is likely to provoke extreme temperature events beyond the Arctic. The effects of a shifting Arctic climate are felt across the high latitudes and beyond – with global environmental, economic, and social implications.""

",12/3/24,12/4/24,1/1/25
,johnnycaffeine,"Will the state of Delaware's Division of Corporations list OpenAI as an ""Exempt"" entity on December 31, 2024?",,"This question resolves as **Yes** if OpenAI is listed as ""Exempt"" by Delaware's Division of Corporations on December 31, 2024. To access the status page, go [here](https://icis.corp.delaware.gov/ecorp/entitysearch/NameSearch.aspx) and do a search for file number 5902936. If it shows ""Entity Type: Exempt"" then this question resolves as **Yes**.","The specific link to the website of the resolution source is provided for convenience, but if the resolution data is at a different page at the resolution source, then that will be used for resolution. In case of the resolution source being down, Metaculus Admins will wait until January 7, 2025, at which point this question will be **annulled** if it still cannot be accessed.",[Exclusive: OpenAI to remove non-profit control and give Sam Altman equity](https://www.reuters.com/technology/artificial-intelligence/openai-remove-non-profit-control-give-sam-altman-equity-sources-say-2024-09-25/),12/3/24,12/4/24,12/31/24
,johnnycaffeine,"Will Candy Meehan survive the recall vote in Norwood, Colorado, scheduled for December 10, 2024?",,"This question resolves as **Yes** if Mayor Candy Meehan wins the recall vote scheduled for December 10, 2024, in Norwood CO.","The question resolves based on election results known before January 1, 2025. In the event of presumably rare edge cases such as the ballot being postponed or cancelled, the count taking too long to declare a winner, or the individual resigning before the vote takes place, this question wil be **annulled** if there is no answer before January 1, 2025. ","Ballotpedia: [Candy Meehan recall, Norwood, Colorado (2024)](https://ballotpedia.org/Candy_Meehan_recall,_Norwood,_Colorado_(2024))",12/3/24,12/4/24,12/12/24
,johnnycaffeine,"Will former First Lady of Pakistan Bushra Bibi be arrested before January 1, 2025?",,"This question resolves as **Yes** if Bushra Bibi, the wife of former Prime Minister Imran Khan, is arrested before January 1, 2025.","In order to streamline this question's resolution, please note that an arrest anywhere in the world, for any reason, will resolve this question as Yes. For purposes of this question, we define ""arrest"" using the definition [posted at Nolo](https://www.nolo.com/legal-encyclopedia/justifies-arrest-probable-cause.html): ""An arrest requires taking someone into custody, against that person's will, in order to prosecute or interrogate. It involves a physical application of force, or submission to an officer's show of force. In sum, the arrestee must not be free to leave. Whether the act by the police is termed an arrest under state law is not relevant. When deciding whether someone has been arrested, courts apply the 'reasonable man' standard. This means asking whether a reasonable person, in the shoes of the defendant, would have concluded that he or she was not free to leave.""",NBC News: [Pakistani troops killed as protesters storm barricades demanding the release of jailed ex-PM Imran Khan](https://www.nbcnews.com/news/world/pakistan-protests-imran-khan-troops-killed-islamabad-violence-rcna181774),12/4/24,12/5/24,1/1/25
,johnnycaffeine,"Will Daniel Penny be convicted in connection with the death of Jordan Neely before January 1, 2025?",,"This question resolves as **Yes** if before January 1, 2025, Daniel Penny is found guilty or convicted of any charges stemming from the death of Jordan Neely, whether through a jury verdict or through a guilty plea (including through a plea bargain). ","Please note that Penny does not have to be found not guilty; a jury still deliberation after December 31, 2024 will result in a resolution of No, as long as Penny has not been convicted of anything else in connection. Additionally, a hung jury or any other result other than a conviction or guilty plea will result in a resolution of No. Any charges count, even misdemeanors.",Wikipedia: [Killing of Jordan Neely](https://en.wikipedia.org/wiki/Killing_of_Jordan_Neely) | [Update: People v. Daniel Penny](https://mediaroom.substack.com/p/update-people-v-daniel-penny-2f3),12/4/24,12/5/24,1/1/25
,johnnycaffeine,Will November 2024 have a global temperature increase of >1.31 degrees?,,"This question resolves as **Yes** if the Global Land and Ocean Average Temperature Anomaly for November 2024 is greater than 1.31 degrees according to NOAA at [this page](https://www.ncei.noaa.gov/access/monitoring/climate-at-a-glance/global/time-series). Region is ""Global"" and surface is ""Land and Ocean.""","No other resolution source will be considered. The question will resolve as soon as the page is accessed by Metaculus Admins on or after the resolution date. However, if there are issues accessing the page, then resolution will wait up to January 7, 2025, at which point if Metaculus has still not been able to access the resolution source, this question will be **annulled**.","According to [NOAA](https://www.ncei.noaa.gov/access/monitoring/global-temperature-anomalies), ""The term temperature anomaly means a departure from a reference value or long-term average. A positive anomaly indicates that the observed temperature was warmer than the reference value, while a negative anomaly indicates that the observed temperature was cooler than the reference value."" ",12/4/24,12/5/24,12/20/24
,johnnycaffeine,Will November 2024 have a global temperature increase of <1.25 degrees?,,"This question resolves as **Yes** if the Global Land and Ocean Average Temperature Anomaly for November 2024 is less than 1.25 degrees according to NOAA at [this page](https://www.ncei.noaa.gov/access/monitoring/climate-at-a-glance/global/time-series). Region is ""Global"" and surface is ""Land and Ocean.""","No other resolution source will be considered. The question will resolve as soon as the page is accessed by Metaculus Admins on or after the resolution date. However, if there are issues accessing the page, then resolution will wait up to January 7, 2025, at which point if Metaculus has still not been able to access the resolution source, this question will be **annulled**.","According to [NOAA](https://www.ncei.noaa.gov/access/monitoring/global-temperature-anomalies), ""The term temperature anomaly means a departure from a reference value or long-term average. A positive anomaly indicates that the observed temperature was warmer than the reference value, while a negative anomaly indicates that the observed temperature was cooler than the reference value."" ",12/4/24,12/5/24,12/20/24
,johnnycaffeine,Will November 2024 have a global temperature increase of greater than or equal to 1.25 degrees and less than or equal to 1.31 degrees?,,"This question resolves as **Yes** if the Global Land and Ocean Average Temperature Anomaly for November 2024 is greater than or equal to 1.25 degrees and less than or equal to 1.31 degrees according to NOAA at [this page](https://www.ncei.noaa.gov/access/monitoring/climate-at-a-glance/global/time-series). Region is ""Global"" and surface is ""Land and Ocean.""","No other resolution source will be considered. The question will resolve as soon as the page is accessed by Metaculus Admins on or after the resolution date. However, if there are issues accessing the page, then resolution will wait up to January 7, 2025, at which point if Metaculus has still not been able to access the resolution source, this question will be **annulled**.","According to [NOAA](https://www.ncei.noaa.gov/access/monitoring/global-temperature-anomalies), ""The term temperature anomaly means a departure from a reference value or long-term average. A positive anomaly indicates that the observed temperature was warmer than the reference value, while a negative anomaly indicates that the observed temperature was cooler than the reference value."" ",12/4/24,12/5/24,12/20/24
,johnnycaffeine,"Will the US national average retail price of regular gasoline be greater than $3.080 for the week of December 9, 2024?",,"This question resolves as **Yes** if the U.S. Energy Information Administration (EIA) reports Weekly U.S. Regular All Formulations Retail Gasoline Price of greater than $3.080 for the week of December 9, 2024.  The resolution source can be accessed through [this link](https://www.eia.gov/dnav/pet/hist/LeafHandler.ashx?n=pet&s=emm_epmr_pte_nus_dpg&f=w). If the value is less than or equal to that amount, this question resolves as **No**.","If data from US EIA is not available, Metaculus may select a similar source of data or annul the question at their discretion. If EIA changes its reporting weeks, the week closest to the date mentioned in the Resolution Criteria will be used.","According to [EIA](https://www.eia.gov/petroleum/gasdiesel/gas_proc-methods.php), ""Every Monday, EIA collects information on retail prices for regular, midgrade, and premium grades of gasoline from a sample of retail gasoline outlets across the United States using Form EIA-878, Motor Gasoline Price Survey Schedule A. The weekly survey is designed to collect data on the cash price offered at the pump (including taxes) to consumers for each grade of gasoline. The data collected represent the price as of 8:00 a.m. local time on Monday, for the self-serve price except in areas having only full-serve, and the cash price except for outlets accepting only credit cards.""",12/4/24,12/5/24,12/10/24
,johnnycaffeine,"Will the US national average retail price of regular gasoline be less than $3.020 for the week of December 9, 2024?",,"This question resolves as **Yes** if the U.S. Energy Information Administration (EIA) reports Weekly U.S. Regular All Formulations Retail Gasoline Price of less than $3.020 for the week of December 9, 2024.  The resolution source can be accessed through [this link](https://www.eia.gov/dnav/pet/hist/LeafHandler.ashx?n=pet&s=emm_epmr_pte_nus_dpg&f=w). If the value is greater than or equal to that amount, this question resolves as **No**.","If data from US EIA is not available, Metaculus may select a similar source of data or annul the question at their discretion. If EIA changes its reporting weeks, the week closest to the date mentioned in the Resolution Criteria will be used.","According to [EIA](https://www.eia.gov/petroleum/gasdiesel/gas_proc-methods.php), ""Every Monday, EIA collects information on retail prices for regular, midgrade, and premium grades of gasoline from a sample of retail gasoline outlets across the United States using Form EIA-878, Motor Gasoline Price Survey Schedule A. The weekly survey is designed to collect data on the cash price offered at the pump (including taxes) to consumers for each grade of gasoline. The data collected represent the price as of 8:00 a.m. local time on Monday, for the self-serve price except in areas having only full-serve, and the cash price except for outlets accepting only credit cards.""",12/4/24,12/5/24,12/10/24
,johnnycaffeine,"Will the US national average retail price of regular gasoline between $3.020 and $3.080 (inclusive) for the week of December 9, 2024?",,"This question resolves as **Yes** if the U.S. Energy Information Administration (EIA) reports Weekly U.S. Regular All Formulations Retail Gasoline Price of greater than or equal to $3.020 and less than or equal to $3.080 for the week of December 16, 2024.  The resolution source can be accessed through [this link](https://www.eia.gov/dnav/pet/hist/LeafHandler.ashx?n=pet&s=emm_epmr_pte_nus_dpg&f=w). If the reported figure is different, this question resolves as **No**.","If data from US EIA is not available, Metaculus may select a similar source of data or annul the question at their discretion. If EIA changes its reporting weeks, the week closest to the date mentioned in the Resolution Criteria will be used.","According to [EIA](https://www.eia.gov/petroleum/gasdiesel/gas_proc-methods.php), ""Every Monday, EIA collects information on retail prices for regular, midgrade, and premium grades of gasoline from a sample of retail gasoline outlets across the United States using Form EIA-878, Motor Gasoline Price Survey Schedule A. The weekly survey is designed to collect data on the cash price offered at the pump (including taxes) to consumers for each grade of gasoline. The data collected represent the price as of 8:00 a.m. local time on Monday, for the self-serve price except in areas having only full-serve, and the cash price except for outlets accepting only credit cards.""",12/4/24,12/5/24,12/10/24
,johnnycaffeine,"Will the Alpental ski resort be listed as Open by On the Snow's Ski Report on December 6, 2024?",,"This question resolves as **Yes** if On the Snow's Alpental Snow Report, currently located [here](https://www.onthesnow.com/washington/alpental/skireport), reports the ski resort's operating status as Open when accessed by Metaculus on or after December 6, 2024. If it is reported as Closed, this question resolves as **No**.","No other resolution source will be considered. In case of the resolution source being down, Metaculus Admins will wait until January 7, 2025, at which point this question will be annulled.","From the resolution source: ""Alpental (German for alpine valley) is one of four base areas at the Summit at Snoqualmie, separated from the other three by Interstate 90. Alpental offers the most advanced and expert terrain at the area with runs like Upper International and Shot Six. The area provides some of the steepest and deepest terrain, but it’s also great for beginner skiers and boarders.

Where Is Alpental Ski Resort Located?
The Summit at Snoqualmie is an hour from Seattle on Interstate 90.""",12/4/24,12/5/24,12/6/24
,johnnycaffeine,"Will Dogecoin close at below $0.50 a share every day before January 1, 2025?",,"This question resolves as **Yes** if the closing price of Dogecoin according to [this Coingecko link](https://www.coingecko.com/en/coins/dogecoin/historical_data) remains below $0.50 a share for the closing price for each day after the launch of this question and before January 1, 2025.","Intraday prices do not count; this question resolves based on daily closing prices. No other resolution source will be considered. The specific link to the website of the resolution source is given for convenience, but if the resolution data is at a different page at the resolution source, then that will be used for resolution. In case of the resolution source being down, Metaculus Admins will wait until January 7, 2025, at which point this question will be **annulled** if it still cannot be accessed.","Dogecoin's intraday price reached $0.43457 on November 12, 2024. See also The Economic Times: [Dogecoin outperforms Bitcoin and Ether, rises 145% since Trump's US election victory](https://economictimes.indiatimes.com/markets/cryptocurrency/dogecoin-outperforms-bitcoin-and-ether-rises-145-since-trumps-us-election-victory/articleshow/115209313.cms?utm_source=contentofinterest&utm_medium=text&utm_campaign=cppst)",12/4/24,12/5/24,1/1/25
,johnnycaffeine,"Will Ghana declare a winner in its presidential election before January 1, 2025?",,"This question resolves as **Yes** if the [Electoral Commission of Ghana](https://ec.gov.gh/election-results/) declares a winner of the 2024 presidential election of Ghana before January 1, 2025. If this does not occur, this question resolves as **No**. ",,[Ghana’s December 2024 elections put the resilience of the country’s vaunted democracy to the test](https://afripoli.org/ghanas-december-2024-elections-put-the-resilience-of-the-countrys-vaunted-democracy-to-the-test) | [Ghana 2024 Elections: A Risk Assessment of the Online Information Space](https://www.iri.org/resources/ghana-2024-elections-a-risk-assessment-of-the-online-information-space/),12/5/24,12/6/24,1/1/25
,johnnycaffeine,"Will Yoon Suk Yeol be President of South Korea on December 31, 2024?",,"This question resolves as **Yes** if Yoon Suk Yeol is President of the Republic of Korea (also known as South Korea) on December 31, 2024. ","Regardless of the circumstances, if Yoon Suk Yeol legally holds the office of President of the Republic of Korea on December 31, 2024, this question resolves as Yes",[Thousands of professors join call for president to resign](https://www.universityworldnews.com/post.php?story=20241129133043835),12/5/24,12/6/24,12/31/24
,johnnycaffeine,Will Miami have at least 5 days of rain in December 2024?,,This question resolves as **Yes** if the Miami International Airport NWS weather station reports 5 or more days of rain in December 2024 according to [this](https://mesonet.agron.iastate.edu/sites/hist.phtml?station=MIA&network=FL_ASOS&year=2024&month=12) resolution source.,"The resolution link is provided for convenience, but please note that if the data is at a different page at the resolution source, then that will be used. ","At the time of this question, Miami is Abnormally Dry according to Drought.gov at [this link](https://www.drought.gov/states/florida/county/miami-dade).",12/5/24,12/6/24,1/1/25
,johnnycaffeine,"Will Bashar al-Assad be President of Syria on December 31, 2024?",,"This question resolves as **Yes** if Bashar al-Assad is President of Syria on December 31, 2024. ",,AP: [What to know about sudden rebel gains in Syria’s 13-year war and why it matters](https://apnews.com/article/syria-hts-assad-aleppo-fighting-2be43ee530b7932b123a0f26b158ac22),12/5/24,12/6/24,12/31/24
,johnnycaffeine,"Will Emmanuel Macron be President of France on December 31, 2024?",,"This question resolves as **Yes** if Emmanuel Macron is President of France on December 31, 2024. ",,[French President Emmanuel Macron says he will NOT resign as crisis engulfs his Government after extremist parties were accused of playing 'Russian roulette' with the country's future](https://www.dailymail.co.uk/news/article-14154367/french-president-emmanuel-macron-not-resign.html),12/5/24,12/6/24,12/31/24
https://www.metaculus.com/questions/8533/xi-jinping-leader-of-china-in-2030/,johnnycaffeine,"Will Xi Jinping continue leading China through January 1, 2025?",,"This question will resolve positive if either:

 *  Xi is CCP General Secretary on 1 January, 2025. 
 *  Xi is paramount leader of China on 1 January, 2025. 
 *  Xi is de facto leader of China on 1 January, 2025. 

This question will resolve negative if: 

 * Any other person is leader on 1 January, 2025. 

This question will resolve ambiguous if:

 * China ceases to exist as the political entity it is right now",.p,.p,12/5/24,12/6/24,1/1/25
https://www.metaculus.com/questions/30517/new-delhi-hazardous-aqi-for-13-of-dec-2024s-last-2-weeks/,skmmcj,"Will New Delhi experience a ""Hazardous"" air quality index for at least one third of the last two weeks of December 2024?",,.p,.p,.p,12/6/24,12/7/24,1/1/25
https://www.metaculus.com/questions/30477/no-of-biden-exec-orders-bt-election-day-jan-1-2025/,Tom_Metaculus,"Will Joe Biden sign 2 or more executive orders after Election Day and before January 1, 2025?",,"This question resolves **Yes** if the number of executive orders signed by President Joe Biden after November 5, 2024, and before January 1, 2025, is 2 or more according to [credible sources](https://www.metaculus.com/faq/#definitions) such as the [Federal Register](https://www.federalregister.gov/presidential-documents/executive-orders) and the White House's [Presidential Actions](https://www.whitehouse.gov/briefing-room/presidential-actions/) portal.",.p,.p,12/6/24,12/7/24,1/1/25
https://www.metaculus.com/questions/30477/no-of-biden-exec-orders-bt-election-day-jan-1-2025/,Tom_Metaculus,"Will Joe Biden sign 3 or more executive orders after Election Day and before January 1, 2025?",,"This question resolves **Yes** if the number of executive orders signed by President Joe Biden after November 5, 2024, and before January 1, 2025, is 3 or more according to [credible sources](https://www.metaculus.com/faq/#definitions) such as the [Federal Register](https://www.federalregister.gov/presidential-documents/executive-orders) and the White House's [Presidential Actions](https://www.whitehouse.gov/briefing-room/presidential-actions/) portal.",.p,.p,12/6/24,12/7/24,1/1/25
https://www.metaculus.com/questions/30477/no-of-biden-exec-orders-bt-election-day-jan-1-2025/,Tom_Metaculus,"Will Joe Biden sign 4 or more executive orders after Election Day and before January 1, 2025?",,"This question resolves **Yes** if the number of executive orders signed by President Joe Biden after November 5, 2024, and before January 1, 2025, is 4 or more according to [credible sources](https://www.metaculus.com/faq/#definitions) such as the [Federal Register](https://www.federalregister.gov/presidential-documents/executive-orders) and the White House's [Presidential Actions](https://www.whitehouse.gov/briefing-room/presidential-actions/) portal.",.p,.p,12/6/24,12/7/24,1/1/25
,johnnycaffeine,"Will Tesla's stock price be at least $300 a share on December 31, 2024?",,"This question resolves as **Yes** if according to [Yahoo Finance](https://finance.yahoo.com/quote/TSLA/history/) the listed ""Close"" price for Tesla, Inc., is greater than or equal to $300.00 for December 31, 2024.",No other resolution source will be considered. Forward or reverse stock splits will be immaterial for this question.,"As of the close of trading on November 20, 2024, Tesla traded at $342.03
 per share. At the time of this question, Tesla has experienced a post-election rally as its CEO, Elon Musk, is reported to be working in an advisory role for President-Elect Donald Trump.",12/6/24,12/7/24,1/1/25
